Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-21 00:00:00-04:00,62.534440176171735,63.33144876770886,62.10528400834933,62.96359634399414,8089339,0.0,0.0
2019-03-22 00:00:00-04:00,62.657051984351504,62.77966694880252,60.81780130340405,61.18565368652344,13060355,0.0,0.0
2019-03-25 00:00:00-04:00,61.06304586520031,62.105288228406465,60.14342223319219,60.57257843017578,7962648,0.0,0.0
2019-03-26 00:00:00-04:00,61.0017288973017,62.22789354953224,60.87911393003195,61.92135238647461,7625921,0.0,0.0
2019-03-27 00:00:00-04:00,61.798731207236,62.411813471724635,60.69518163320332,61.06303024291992,8830622,0.0,0.0
2019-03-28 00:00:00-04:00,61.06304058983955,61.36958177402621,60.082109549418966,60.63388442993164,7237554,0.0,0.0
2019-03-29 00:00:00-04:00,61.18565220553772,61.49219335412867,60.81779983132212,61.2469596862793,7769121,0.0,0.0
2019-04-01 00:00:00-04:00,61.430885027629095,62.105278582262486,61.30827006035934,61.92135238647461,8221778,0.0,0.0
2019-04-02 00:00:00-04:00,61.67612098953162,63.02490440383028,61.55350601772419,62.77967071533203,8286181,0.0,0.0
2019-04-03 00:00:00-04:00,62.90228710416564,63.02490207143539,61.30827006035934,61.92135238647461,8989337,0.0,0.0
2019-04-04 00:00:00-04:00,61.92135509317844,62.04397381069135,61.124346536436484,61.4921989440918,6570585,0.0,0.0
2019-04-05 00:00:00-04:00,61.73742413493204,62.166583995852356,61.18565305570797,61.36957550048828,6926559,0.0,0.0
2019-04-08 00:00:00-04:00,58.30416014288817,58.48808257558947,56.097060991409535,58.181541442871094,28183313,0.0,0.0
2019-04-09 00:00:00-04:00,57.32323468391708,57.691087097877116,55.91314749497634,56.52622985839844,13317708,0.0,0.0
2019-04-10 00:00:00-04:00,56.71014963631719,56.77145712078093,55.66791116578376,56.15837478637695,8626158,0.0,0.0
2019-04-11 00:00:00-04:00,55.91313934326172,56.77145153101041,55.7905206415241,55.91313934326172,8777220,0.0,0.0
2019-04-12 00:00:00-04:00,56.09706797057544,56.46491662662582,55.11613697281331,55.17744445800781,10962350,0.0,0.0
2019-04-15 00:00:00-04:00,55.23875492400447,55.483988622899176,53.88997519740889,55.054832458496094,13281840,0.0,0.0
2019-04-16 00:00:00-04:00,55.422676647012146,56.34230013474588,55.11613548443423,56.03575897216797,9645290,0.0,0.0
2019-04-17 00:00:00-04:00,56.1583692569711,56.28098795870872,55.545286982931785,55.91313934326172,7696424,0.0,0.0
2019-04-18 00:00:00-04:00,55.97445858443035,57.323238372802734,55.79053236561425,57.323238372802734,8247895,0.0,0.0
2019-04-22 00:00:00-04:00,56.71015662493802,57.32323903489461,56.28100043592192,57.13931655883789,10747990,0.0,0.0
2019-04-23 00:00:00-04:00,57.01668873758905,57.44584860305173,56.5262251347672,57.20061492919922,6485799,0.0,0.0
2019-04-24 00:00:00-04:00,57.078009066818986,57.32323903489461,56.46492291197864,57.13931655883789,4609214,0.0,0.0
2019-04-25 00:00:00-04:00,56.52622161730103,56.58752909572838,55.05482341063009,55.91313934326172,9988277,0.0,0.0
2019-04-26 00:00:00-04:00,55.91314923713495,58.7946349370476,55.851838002975605,58.672019958496094,11895638,0.0,0.0
2019-04-29 00:00:00-04:00,58.67201923588371,59.71426152026946,58.488093025438125,59.652950286865234,10569771,0.0,0.0
