Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-21 00:00:00-04:00,141.1185816453445,143.41085263350823,140.87492577875292,142.99571228027344,1951900,0.0,0.0
2019-03-22 00:00:00-04:00,142.2286553898555,142.4362187261907,140.44176269102135,140.63128662109375,2430900,0.0,0.0
2019-03-25 00:00:00-04:00,140.72152709960938,141.89473573983477,140.43274511909166,140.72152709960938,2048500,0.0,0.0
2019-03-26 00:00:00-04:00,141.56982604238704,142.47229197244988,141.3081169817052,142.12033081054688,2214400,0.0,0.0
2019-03-27 00:00:00-04:00,141.98501217608592,142.85137203658203,140.96522093997154,141.78646850585938,2764700,0.0,0.0
2019-03-28 00:00:00-04:00,142.24668302606187,143.19427505693807,141.6961782287367,143.0769500732422,2179200,0.0,0.0
2019-03-29 00:00:00-04:00,143.66353045744182,143.93427294693575,142.5715407990124,143.41986083984375,2704700,0.0,0.0
2019-04-01 00:00:00-04:00,144.39458035637168,145.99194925731533,144.17798352844264,145.72120666503906,2393600,0.0,0.0
2019-04-02 00:00:00-04:00,145.5858024807176,145.79336577752315,144.2681962358927,145.33309936523438,3332700,0.0,0.0
2019-04-03 00:00:00-04:00,145.86559551879645,146.15437750094782,144.5389692922695,144.65628051757812,3815200,0.0,0.0
2019-04-04 00:00:00-04:00,144.62920516086788,145.6129036274068,144.20504501295255,145.36021423339844,1967300,0.0,0.0
2019-04-05 00:00:00-04:00,145.856542526567,146.3619212556072,145.4594553050247,145.92874145507812,1745000,0.0,0.0
2019-04-08 00:00:00-04:00,145.4774799580595,146.28970741666424,144.89088271340182,146.25360107421875,1854000,0.0,0.0
2019-04-09 00:00:00-04:00,145.45943796265288,145.7753065159124,144.89089384553603,145.16163635253906,1932500,0.0,0.0
2019-04-10 00:00:00-04:00,145.11655647502246,145.11655647502246,143.6816386330849,144.3675079345703,2381000,0.0,0.0
2019-04-11 00:00:00-04:00,144.55696485705997,145.34211946497584,144.10573195823702,145.2067413330078,1756200,0.0,0.0
2019-04-12 00:00:00-04:00,146.11827845225312,146.76805509651913,145.65801196308374,146.6236572265625,2118900,0.0,0.0
2019-04-15 00:00:00-04:00,146.87634291472258,146.9846344291934,146.00996948734075,146.19949340820312,2392800,0.0,0.0
2019-04-16 00:00:00-04:00,146.72292707131538,147.02976221295035,146.3168201167352,146.97561645507812,3007100,0.0,0.0
2019-04-17 00:00:00-04:00,147.38171961275427,148.59102074254125,146.79512222353264,147.002685546875,3416400,0.0,0.0
2019-04-18 00:00:00-04:00,151.1810857008416,153.29285252197255,149.71006193295491,152.5708770751953,6376900,0.0,0.0
2019-04-22 00:00:00-04:00,151.8399065435479,152.89579012529398,151.16305703443848,151.8308868408203,3264700,0.0,0.0
2019-04-23 00:00:00-04:00,151.83991168979034,155.22415935003826,151.62331488214045,155.0526885986328,4169400,0.0,0.0
2019-04-24 00:00:00-04:00,155.01659816231341,155.32343331616164,154.36682150090593,154.58340454101562,3825200,0.0,0.0
2019-04-25 00:00:00-04:00,154.05093765988178,154.27655415140782,152.17380679792046,153.79824829101562,3340300,0.0,0.0
2019-04-26 00:00:00-04:00,153.56363251024294,155.4858759096006,153.41923463154254,155.4497833251953,2703300,0.0,0.0
2019-04-29 00:00:00-04:00,155.13392402474284,156.2349338176613,155.0166127904597,155.7205352783203,2943100,0.0,0.0
2019-04-30 00:00:00-04:00,156.13562168554316,157.03808759296433,155.6573158562529,156.69515991210938,3651700,0.0,0.0
2019-05-01 00:00:00-04:00,156.81249468822787,157.33592664567908,154.1682757918615,154.26754760742188,3762200,0.0,0.0
2019-05-02 00:00:00-04:00,153.78920361103027,154.80898062313494,153.02210215621557,154.6645965576172,4421600,0.0,0.0
2019-05-03 00:00:00-04:00,154.84509671303573,156.70417421498811,154.6826456946175,156.61392211914062,4128600,0.0,0.0
2019-05-06 00:00:00-04:00,153.861434672597,156.57785239948237,153.65385757595408,155.774658203125,3001700,0.0,0.0
2019-05-07 00:00:00-04:00,154.04194274027716,155.01660779294087,152.40848128211914,153.28387451171875,4683900,0.0,0.0
2019-05-08 00:00:00-04:00,153.19360529016734,154.71877505127608,152.96798878753086,153.74411010742188,2899600,0.0,0.0
2019-05-09 00:00:00-04:00,152.71532595337405,153.8704815460353,151.7767534277487,153.77120971679688,2959600,0.0,0.0
2019-05-10 00:00:00-04:00,153.2026076587435,155.31438835009237,151.63232579120805,154.89022827148438,2342300,0.0,0.0
2019-05-13 00:00:00-04:00,152.04746046327136,152.42649451245683,149.18664503423483,150.54937744140625,3704800,0.0,0.0
2019-05-14 00:00:00-04:00,150.64860888826686,152.76940901950013,150.531297698617,151.75865173339844,2620700,0.0,0.0
2019-05-15 00:00:00-04:00,150.71179185996147,153.41918931852365,150.28763182314387,152.8596649169922,1869400,0.0,0.0
2019-05-16 00:00:00-04:00,153.2928848087163,155.26928767445864,153.2206858717783,154.13217163085938,3032800,0.0,0.0
2019-05-17 00:00:00-04:00,152.76042943815494,154.51121574748396,152.3813953563217,153.3740997314453,2095000,0.0,0.0
2019-05-20 00:00:00-04:00,152.86873087204108,153.38314315467323,151.62332325770197,152.173828125,2061700,0.0,0.0
2019-05-21 00:00:00-04:00,153.2838745845717,153.9336512866563,152.57091864480714,153.05825805664062,2536400,0.0,0.0
2019-05-22 00:00:00-04:00,152.94089137372538,153.86141041256118,152.51673131517046,152.79649353027344,2251500,0.0,0.0
2019-05-23 00:00:00-04:00,151.40902427842354,151.69921165537173,149.93084124685083,150.9374542236328,2716300,0.82,0.0
2019-05-24 00:00:00-04:00,152.12541971284034,152.22517463992472,151.02811551491249,151.1550750732422,2035500,0.0,0.0
2019-05-28 00:00:00-04:00,151.31836456491865,152.0075718370754,149.57719842666071,149.8673858642578,3877400,0.0,0.0
2019-05-29 00:00:00-04:00,148.47080474586886,149.74947794918623,147.52766460137926,149.0602569580078,2527900,0.0,0.0
2019-05-30 00:00:00-04:00,149.3232306550244,150.30263888373645,149.25974395765184,150.03964233398438,1951600,0.0,0.0
2019-05-31 00:00:00-04:00,148.48894222277255,149.83108826347043,148.4073144816564,149.00584411621094,1895500,0.0,0.0
2019-06-03 00:00:00-04:00,149.16002322044415,151.41810497401266,149.01493643436598,150.9646759033203,2384800,0.0,0.0
2019-06-04 00:00:00-04:00,152.39748168696894,153.07762515135212,151.39086880617967,152.4881591796875,2700200,0.0,0.0
2019-06-05 00:00:00-04:00,153.41319317641836,153.87568585622554,152.55168069243678,153.63084411621094,2707400,0.0,0.0
2019-06-06 00:00:00-04:00,153.6852452848299,154.78253585086972,153.18647055592245,154.4016571044922,2229200,0.0,0.0
2019-06-07 00:00:00-04:00,155.12710535248564,157.10406270874603,155.00920940112223,156.21533203125,2027800,0.0,0.0
2019-06-10 00:00:00-04:00,157.33079181049763,157.76607975498013,155.25407934166574,155.32662963867188,3015800,0.0,0.0
2019-06-11 00:00:00-04:00,156.42392631443613,157.2582339334606,154.51951916309417,155.6621551513672,1726700,0.0,0.0
2019-06-12 00:00:00-04:00,155.85266510000037,157.04064723695046,155.47178628157388,156.79579162597656,1570800,0.0,0.0
2019-06-13 00:00:00-04:00,157.40335682149518,157.42148401927554,156.27884786911306,157.05874633789062,1400700,0.0,0.0
2019-06-14 00:00:00-04:00,156.83205309382882,157.34895505177124,155.1634373931075,156.7141571044922,1627600,0.0,0.0
2019-06-17 00:00:00-04:00,157.2310599164148,157.33987845908894,155.99773236173468,156.30606079101562,1646400,0.0,0.0
2019-06-18 00:00:00-04:00,157.39428861825004,159.9969669206341,157.0134098791858,159.38031005859375,2883700,0.0,0.0
2019-06-19 00:00:00-04:00,159.28056446619644,159.74305713987994,158.0200321947307,159.07199096679688,2187000,0.0,0.0
2019-06-20 00:00:00-04:00,159.98790635848096,160.8403551972369,158.81806548325747,159.87001037597656,4234300,0.0,0.0
2019-06-21 00:00:00-04:00,160.40506431992583,160.41412791935826,157.39428880159204,158.07443237304688,3813800,0.0,0.0
2019-06-24 00:00:00-04:00,158.05628011133805,159.1626480160006,157.98374364591743,158.3464813232422,1795600,0.0,0.0
2019-06-25 00:00:00-04:00,158.7183153106598,159.07198943125243,157.45778305136216,157.73890686035156,1843700,0.0,0.0
2019-06-26 00:00:00-04:00,158.2920833907738,158.50972047773158,157.37614785797174,157.42149353027344,1815800,0.0,0.0
2019-06-27 00:00:00-04:00,157.8658442636013,158.35554150116664,157.07688222180798,157.648193359375,1811600,0.0,0.0
2019-06-28 00:00:00-04:00,157.96561617336732,159.0447795367629,157.79331091869992,158.32835388183594,3551300,0.0,0.0
2019-07-01 00:00:00-04:00,160.17837067434436,160.5048401846982,159.29871710026768,160.3415985107422,1613600,0.0,0.0
2019-07-02 00:00:00-04:00,160.5048126380078,160.94916423031196,159.74304135288267,160.1692657470703,1407000,0.0,0.0
2019-07-03 00:00:00-04:00,160.30532362484675,161.84697975633145,159.7974852603631,161.7834930419922,1240000,0.0,0.0
2019-07-05 00:00:00-04:00,160.70435135002307,160.92198846691483,158.4009237208245,160.14208984375,1208800,0.0,0.0
2019-07-08 00:00:00-04:00,159.87906421169404,159.88812780995,158.518777245351,159.3077392578125,1573900,0.0,0.0
2019-07-09 00:00:00-04:00,158.70012194338477,159.38932892002,158.32830690810482,159.17169189453125,1595900,0.0,0.0
2019-07-10 00:00:00-04:00,159.71580754445557,160.4594376580768,158.12880623312336,158.21043395996094,1865600,0.0,0.0
2019-07-11 00:00:00-04:00,158.5460166397182,158.72738550748576,157.1041154602633,158.28302001953125,2426400,0.0,0.0
2019-07-12 00:00:00-04:00,158.47347848621857,160.68621482043608,158.47347848621857,160.640869140625,2197200,0.0,0.0
