Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-03-21 00:00:00-04:00,47.1859556087851,48.12232689617516,47.115948506099286,47.816036224365234,19127200,0.0,0.0
2019-03-22 00:00:00-04:00,47.606015836749485,47.79853789006922,46.564632133030166,46.6083869934082,21438400,0.0,0.0
2019-03-25 00:00:00-04:00,46.35461239409977,46.862174837332006,45.8382969748926,46.18833923339844,16971400,0.0,0.0
2019-03-26 00:00:00-04:00,46.66089114861921,47.05469153752565,46.415861279202566,46.76590347290039,17724300,0.0,0.0
2019-03-27 00:00:00-04:00,46.8971756508673,47.133455905719025,46.32835244419293,46.520877838134766,19656000,0.0,0.0
2019-03-28 00:00:00-04:00,46.599642031858146,46.76591185328881,46.179589321178916,46.47712707519531,13607900,0.0,0.0
2019-03-29 00:00:00-04:00,47.080940799615504,47.29096877314603,46.80090572709573,46.993431091308594,18736100,0.0,0.0
2019-04-01 00:00:00-04:00,47.55350332948627,47.75477833807668,47.343475346711045,47.7022705078125,17830400,0.0,0.0
2019-04-02 00:00:00-04:00,47.7197777824677,47.95605803433044,47.45724528204751,47.57101058959961,13704500,0.0,0.0
2019-04-03 00:00:00-04:00,48.15733179276111,48.99744044554799,48.03481685168101,48.55113220214844,24552800,0.0,0.0
2019-04-04 00:00:00-04:00,48.367352722279165,49.12869784364628,48.367352722279165,48.93617248535156,16520500,0.0,0.0
2019-04-05 00:00:00-04:00,48.787403450764266,48.96242619358019,48.017305385342894,48.65613555908203,19268400,0.0,0.0
2019-04-08 00:00:00-04:00,48.376112569169095,48.77866597951255,48.30610545755414,48.726158142089844,11758800,0.0,0.0
2019-04-09 00:00:00-04:00,48.437362169619156,48.50737260813507,48.04356513695218,48.411109924316406,13339700,0.0,0.0
2019-04-10 00:00:00-04:00,48.411112951236404,48.8836734259215,48.411112951236404,48.787410736083984,13084000,0.0,0.0
2019-04-11 00:00:00-04:00,48.79615628051212,49.06744171655275,48.682394327772414,48.83116149902344,10845800,0.0,0.0
2019-04-12 00:00:00-04:00,49.1899573135433,49.43499050818105,48.866167383603674,49.37372970581055,12910200,0.0,0.0
2019-04-15 00:00:00-04:00,49.40873704234531,49.49625009356705,48.936176580592594,49.251216888427734,11676900,0.0,0.0
2019-04-16 00:00:00-04:00,49.58375521837946,50.292595845417466,49.06743994793279,49.62751007080078,30301900,0.0,0.0
2019-04-17 00:00:00-04:00,51.14145193597326,52.14783025808281,50.8614168675792,51.24646759033203,38788400,0.0,0.0
2019-04-18 00:00:00-04:00,51.37774086679047,51.52651139989611,50.86142549592131,51.185218811035156,20464200,0.0,0.0
2019-04-22 00:00:00-04:00,50.887676594451996,51.482751997820884,50.651396360324796,51.4739990234375,12327500,0.0,0.0
2019-04-23 00:00:00-04:00,51.53525423093686,51.61401430552527,51.19396168714758,51.43899154663086,17739900,0.0,0.0
2019-04-24 00:00:00-04:00,51.21146329798621,51.88529873670356,50.878920396401234,51.3864860534668,17723700,0.0,0.0
2019-04-25 00:00:00-04:00,51.018944247082736,51.088954693251814,50.08257622840307,50.41511917114258,27949900,0.0,0.0
2019-04-26 00:00:00-04:00,46.15332737698991,46.45961470432143,45.085691541808885,45.882041931152344,72364500,0.0,0.0
2019-04-29 00:00:00-04:00,45.654517080759256,45.88204769962429,44.63063931071235,44.72690200805664,42142300,0.0,0.0
2019-04-30 00:00:00-04:00,44.630636562646906,45.00693435366902,44.51687126021932,44.66564178466797,27130900,0.0,0.0
2019-05-01 00:00:00-04:00,44.71814623079991,45.1557014907423,44.40310924779802,44.42060852050781,20467600,0.0,0.0
2019-05-02 00:00:00-04:00,44.45562077370448,44.91943169263249,43.86054525900164,44.23684310913086,22655400,0.0,0.0
2019-05-03 00:00:00-04:00,44.70064580043809,45.34822569894413,44.39435512344167,45.28696823120117,25656600,0.0,0.0
2019-05-06 00:00:00-04:00,44.24361833262133,45.1505013748955,44.190788922485595,45.09767532348633,26245200,0.315,0.0
2019-05-07 00:00:00-04:00,44.55177284214771,44.7983066828398,43.96185965780695,44.44611740112305,29713400,0.0,0.0
2019-05-08 00:00:00-04:00,44.19959768044641,44.719075150156705,43.20466557227718,43.354347229003906,36812400,0.0,0.0
2019-05-09 00:00:00-04:00,42.174508143298894,42.51789085542101,40.54563686752789,41.04750442504883,59642200,0.0,0.0
2019-05-10 00:00:00-04:00,40.88903005841202,41.20599983044052,39.70919999515421,40.67771911621094,42522800,0.0,0.0
2019-05-13 00:00:00-04:00,39.91169521681737,40.1846386886192,39.35699833613781,39.40982437133789,39091900,0.0,0.0
2019-05-14 00:00:00-04:00,39.77963482794813,40.05258173681007,39.5066879190862,39.77082824707031,24706500,0.0,0.0
2019-05-15 00:00:00-04:00,39.55070833041616,40.281499997198765,39.409833273518174,40.16703796386719,23407900,0.0,0.0
2019-05-16 00:00:00-04:00,40.03496159145957,40.45758667880177,39.99093541589685,40.08778762817383,19954700,0.0,0.0
2019-05-17 00:00:00-04:00,39.77962906100349,40.263886818558156,39.409829968455156,39.5242919921875,22500400,0.0,0.0
2019-05-20 00:00:00-04:00,38.740677045690454,39.198521813823035,38.25641925436457,38.353271484375,28675000,0.0,0.0
